date_string,cb_to_usd,et_to_usd
"2022 Oct 13, Thursday",19382.53,1287.05
"2022 Oct 14, Friday",19187.64,1297.11
"2022 Oct 15, Saturday",19074.41,1274.9
"2022 Oct 16, Sunday",19270.79,1306.57
"2022 Oct 17, Monday",19565.96,1333.22
"2022 Oct 18, Tuesday",19334.77,1312.02
"2022 Oct 19, Wednesday",19122.17,1284.58
"2022 Oct 20, Thursday",19046.77,1282.01
"2022 Oct 21, Friday",19172.57,1300.6
"2022 Oct 22, Saturday",19210.62,1314.51
"2022 Oct 23, Sunday",19563.5,1364.02
"2022 Oct 24, Monday",19332.45,1344.8
"2022 Oct 25, Tuesday",20113.74,1462.66
"2022 Oct 26, Wednesday",20760.56,1565.42
"2022 Oct 27, Thursday",20287.17,1512.61
"2022 Oct 28, Friday",20594.01,1554.4
"2022 Oct 29, Saturday",20831.19,1621.33
"2022 Oct 30, Sunday",20634.95,1590.88
"2022 Oct 31, Monday",20472.79,1571.04
"2022 Nov 01, Tuesday",20479.49,1578.66
"2022 Nov 02, Wednesday",20148.56,1518.6
"2022 Nov 03, Thursday",20205.32,1530.84
"2022 Nov 04, Friday",21157.96,1645.19
"2022 Nov 05, Saturday",21304.72,1626.0
"2022 Nov 06, Sunday",20912.34,1569.22
"2022 Nov 07, Monday",20578.77,1567.14
"2022 Nov 08, Tuesday",18561.6,1335.62
"2022 Nov 09, Wednesday",15850.62,1096.07
"2022 Nov 10, Thursday",17573.15,1295.67
"2022 Nov 11, Friday",16997.14,1283.33
"2022 Nov 12, Saturday",16777.73,1254.84
"2022 Nov 13, Sunday",16290.62,1218.95
"2022 Nov 14, Monday",16576.49,1240.85
"2022 Nov 15, Tuesday",16869.14,1250.85
"2022 Nov 16, Wednesday",16660.48,1216.25
"2022 Nov 17, Thursday",16677.36,1198.76
"2022 Nov 18, Friday",16673.07,1210.85
"2022 Nov 19, Saturday",16667.74,1215.85
"2022 Nov 20, Sunday",16261.22,1141.9
"2022 Nov 21, Monday",15755.75,1105.29
"2022 Nov 22, Tuesday",16206.32,1138.67
"2022 Nov 23, Wednesday",16597.46,1184.85
"2022 Nov 24, Thursday",16579.3,1202.32
"2022 Nov 25, Friday",16508.49,1198.74
"2022 Nov 26, Saturday",16452.39,1205.28
"2022 Nov 27, Sunday",16428.77,1193.72
"2022 Nov 28, Monday",16193.89,1166.69
"2022 Nov 29, Tuesday",16441.63,1216.23
"2022 Nov 30, Wednesday",17179.78,1295.8
"2022 Dec 01, Thursday",16980.55,1276.41
"2022 Dec 02, Friday",17099.27,1296.17
"2022 Dec 03, Saturday",16883.68,1240.35
"2022 Dec 04, Sunday",17102.35,1278.91
"2022 Dec 05, Monday",16970.79,1259.4
"2022 Dec 06, Tuesday",17089.95,1271.66
"2022 Dec 07, Wednesday",16844.05,1232.16
"2022 Dec 08, Thursday",17228.23,1280.26
"2022 Dec 09, Friday",17129.01,1263.01
"2022 Dec 10, Saturday",17131.03,1266.56
"2022 Dec 11, Sunday",17087.42,1262.33
"2022 Dec 12, Monday",17209.62,1275.68
"2022 Dec 13, Tuesday",17763.65,1319.67
"2022 Dec 14, Wednesday",17815.79,1307.98
"2022 Dec 15, Thursday",17358.0,1266.21
"2022 Dec 16, Friday",16627.33,1166.54
"2022 Dec 17, Saturday",16785.87,1188.03
"2022 Dec 18, Sunday",16754.6,1184.23
"2022 Dec 19, Monday",16453.07,1168.55
"2022 Dec 20, Tuesday",16893.02,1216.63
"2022 Dec 21, Wednesday",16821.03,1213.55
"2022 Dec 22, Thursday",16819.21,1217.83
"2022 Dec 23, Friday",16776.77,1219.9
"2022 Dec 24, Saturday",16833.61,1220.29
"2022 Dec 25, Sunday",16831.17,1218.8
"2022 Dec 26, Monday",16940.82,1231.13
"2022 Dec 27, Tuesday",16693.38,1210.94
"2022 Dec 28, Wednesday",16539.02,1189.79
"2022 Dec 29, Thursday",16626.11,1199.62
"2022 Dec 30, Friday",16606.43,1199.31
"2022 Dec 31, Saturday",16531.0,1195.27
"2023 Jan 01, Sunday",16615.18,1200.29
"2023 Jan 02, Monday",16660.83,1213.7
"2023 Jan 03, Tuesday",16670.38,1214.51
"2023 Jan 04, Wednesday",16850.4,1256.53
"2023 Jan 05, Thursday",16824.98,1251.16
"2023 Jan 06, Friday",16950.6,1268.72
"2023 Jan 07, Saturday",16945.34,1264.07
"2023 Jan 08, Sunday",17134.34,1289.01
"2023 Jan 09, Monday",17181.15,1320.05
"2023 Jan 10, Tuesday",17444.75,1335.68
"2023 Jan 11, Wednesday",17942.22,1387.99
"2023 Jan 12, Thursday",18863.74,1415.99
"2023 Jan 13, Friday",19909.21,1450.4
"2023 Jan 14, Saturday",20970.85,1549.84
"2023 Jan 15, Sunday",20871.25,1552.78
"2023 Jan 16, Monday",21186.93,1575.55
"2023 Jan 17, Tuesday",21153.37,1567.23
"2023 Jan 18, Wednesday",20710.89,1513.87
"2023 Jan 19, Thursday",21088.14,1550.85
"2023 Jan 20, Friday",22686.85,1658.92
"2023 Jan 21, Saturday",22785.59,1625.7
"2023 Jan 22, Sunday",22706.71,1627.79
"2023 Jan 23, Monday",22915.32,1626.26
"2023 Jan 24, Tuesday",22612.34,1554.26
"2023 Jan 25, Wednesday",23072.42,1612.83
"2023 Jan 26, Thursday",23028.35,1602.07
"2023 Jan 27, Friday",23072.62,1597.8
"2023 Jan 28, Saturday",23034.71,1572.78
"2023 Jan 29, Sunday",23736.52,1644.2
"2023 Jan 30, Monday",22832.32,1566.01
"2023 Jan 31, Tuesday",23134.74,1585.92
"2023 Feb 01, Wednesday",23740.02,1643.57
"2023 Feb 02, Thursday",23548.98,1645.42
"2023 Feb 03, Friday",23426.4,1663.67
"2023 Feb 04, Saturday",23318.95,1665.36
"2023 Feb 05, Sunday",22938.03,1629.63
"2023 Feb 06, Monday",22751.79,1613.52
"2023 Feb 07, Tuesday",23260.42,1672.78
"2023 Feb 08, Wednesday",22973.38,1650.96
"2023 Feb 09, Thursday",21804.16,1545.33
"2023 Feb 10, Friday",21629.58,1513.9
"2023 Feb 11, Saturday",21857.51,1538.26
"2023 Feb 12, Sunday",21784.08,1514.41
"2023 Feb 13, Monday",21786.33,1506.71
"2023 Feb 14, Tuesday",22193.69,1557.2
"2023 Feb 15, Wednesday",24340.76,1675.52
"2023 Feb 16, Thursday",23468.21,1636.17
"2023 Feb 17, Friday",24562.04,1693.89
"2023 Feb 18, Saturday",24626.23,1691.22
"2023 Feb 19, Sunday",24316.05,1680.92
"2023 Feb 20, Monday",24835.63,1703.34
"2023 Feb 21, Tuesday",24447.91,1659.19
"2023 Feb 22, Wednesday",24187.63,1643.17
"2023 Feb 23, Thursday",23938.48,1649.7
"2023 Feb 24, Friday",23181.45,1607.79
"2023 Feb 25, Saturday",23157.01,1593.96
"2023 Feb 26, Sunday",23551.19,1640.67
"2023 Feb 27, Monday",23479.61,1633.29
"2023 Feb 28, Tuesday",23146.93,1605.79
"2023 Mar 01, Wednesday",23634.46,1665.29
"2023 Mar 02, Thursday",23469.09,1648.05
"2023 Mar 03, Friday",22343.55,1568.79
"2023 Mar 04, Saturday",22345.17,1566.63
"2023 Mar 05, Sunday",22429.5,1564.34
"2023 Mar 06, Monday",22419.33,1566.1
"2023 Mar 07, Tuesday",22198.95,1562.02
"2023 Mar 08, Wednesday",21712.64,1533.56
"2023 Mar 09, Thursday",20364.09,1435.9
"2023 Mar 10, Friday",20227.02,1431.96
"2023 Mar 11, Saturday",20607.79,1482.6
"2023 Mar 12, Sunday",22284.36,1593.93
"2023 Mar 13, Monday",24239.87,1682.46
"2023 Mar 14, Tuesday",24786.83,1706.2
"2023 Mar 15, Wednesday",24350.57,1656.16
"2023 Mar 16, Thursday",25040.11,1677.03
"2023 Mar 17, Friday",27442.51,1792.54
"2023 Mar 18, Saturday",26991.27,1764.69
"2023 Mar 19, Sunday",28050.01,1786.72
"2023 Mar 20, Monday",27818.07,1738.65
"2023 Mar 21, Tuesday",28195.56,1807.14
"2023 Mar 22, Wednesday",27324.09,1739.37
"2023 Mar 23, Thursday",28361.31,1817.86
"2023 Mar 24, Friday",27488.93,1752.23
"2023 Mar 25, Saturday",27485.45,1743.27
"2023 Mar 26, Sunday",27987.14,1776.01
"2023 Mar 27, Monday",27139.64,1716.32
"2023 Mar 28, Tuesday",27273.12,1773.71
"2023 Mar 29, Wednesday",28366.67,1793.85
"2023 Mar 30, Thursday",28036.88,1794.81
"2023 Mar 31, Friday",28492.72,1823.0
"2023 Apr 01, Saturday",28471.82,1821.68
"2023 Apr 02, Sunday",28179.21,1795.1
"2023 Apr 03, Monday",27807.81,1811.49
"2023 Apr 04, Tuesday",28172.02,1871.41
"2023 Apr 05, Wednesday",28187.68,1910.39
"2023 Apr 06, Thursday",28053.47,1873.51
"2023 Apr 07, Friday",27927.15,1864.71
"2023 Apr 08, Saturday",27959.5,1850.01
"2023 Apr 09, Sunday",28337.04,1858.23
